full_text
@danielqudsi Membincang konflik Palestina - Israel di Pon Pes Putri Kudus. https://t.co/gwzpRsbOWP
Kekhawatiran WHO Terkait Wabah Penyakit di Jalur Gaza  Dirjen WHO khawatir akan dampak konflik Israel dan Hamas terhadap kesehatan. Simak ulasan selengkapnya.  https://t.co/szT2movlsZ  #20detik
@Tita83079013 @jokowi @Menlu_RI Alasannya klasik karena Indonesia ga mengakui Israel sebagai sebuah negara,bukankah proses demokrasi suara terbanyak diambil? mayoritas negara dunia mengakui Israel kenapa Indonesia tidak mau mengakuinya &amp  memelihara konflik,memberi angin segar untuk teroris sprti Hamas
ðŸ“ŒAgong sokong pendirian Kerajaan Malaysia bantah, kecam tindakan veto Amerika Syarikat tolak resolusi UNSC bagi gencatan senjata rejim Zionis dan Palestin  ðŸ“ŒAgong seru rakyat berdoa ikut fahaman masing-masing agar konflik rejim Zionis Israel-Palestin dapat dihentikan segera https://t.co/TAMD5SGT4l
@kegblgnunfaedh Dunia sedang sibuk perang palestina israel..mujahid hafidz kembali kerahmatullah dengan mulia. Kok bisanya dia kondisi nyaman, nahan konflik nafsu birahi aja gak Mampu... Laa haulaa wa laa quwwata illaa billah https://t.co/wvOCMfClfe
@tekarok007 Ini kalau eksekusi secara hukum di masa damai, ya. Lain cerita kalau eksekusi dalam perang seperti konflik Israel-Palestina ini tentu saja tanpa biaya, main dar-der-dor aja.
Konspirasi Pengungsi Rohingya : 1. UNHCR lembaga PBB, PBB iya memang milik semua negara didalamnya. Tapi kan yang nggeraki PBB negara-negara Adikuasa 2. Negara Adikuasa geram karena Indonesia, netizen Indonesia sangat mengganggu Israel yang sedang konflik dengan Palestina
PKS mendukung penyelesaian konflik Palestina-Israel yang adil dan berkelanjutan melalui dialog dan diplomasi PilihPKS Nomer8 . PARTAI KEADILAN SEJAHTERA   PilihPKSaja PartaiKitaSemua
Indonesia menegaskan pentingnya mempercepat bantuan kemanusiaan untuk warga Jalur Gaza yang terdampak konflik antara Israel dan Hamas Palestina. https://t.co/UtfvNu3aYv
AS Desak Israel Tak Serang Warga Sipil dan Pers dalam Konflik https://t.co/ZGKZb9DIuY
Sekjen PBB sebut Dewan KEamanan PBB sudah rusak, jadi tak bisa jalankan resolusi terkait konflik di Gaza  #PalestineWillBeFree  #Israel_terrorist  #UnitedNations  #antonioguterres  https://t.co/LP3iP17Eyl
Indonesia menegaskan pentingnya mempercepat bantuan kemanusiaan untuk warga Jalur Gaza yang terdampak konflik antara Israel dan Hamas Palestina.https://t.co/xUqrPrZMdx
Setelah naiknya konflik Rusia-Ukraina kemudian Palestina-Israel kini giliran Rohingya. Konflik ini sebenernya udah lama 76th dan temasuk genosida cuma sampai sekarang belum ketemu jalan keluarnya, apalagi saat ini pemerintah Myanmar masih dikuasai militer.
Menteri Luar Negeri Retno Marsudi mengatakan Israel telah mengubah Gaza menjadi bagaikan neraka setelah jumlah korban tewas akibat konflik Israel dengan Hamas, terus bertambah. #Gaza #Israel #Palestina https://t.co/NQaAxedt7t
@Milan10alterego @adam93452 @imshin @IDF @TheMossadIL @AJEnglish Saya tanya yaa, berapa rumah sakit di Israel yang dirudal terrorists Hamas? Ini untuk mengukur dari media mana saja anda membaca berita ðŸ˜Š  Oh iya, kemaren ada gereja yang di boom di Philipina, tidak ada konflik tibaÂ² kaummu boom gereja. Kamu tahu siapa pelakunya? Orang Indonesia
@matamera2 @Narasi_winda Yg model begini Sebenere males nanggepi kalo urusan konflik dgn israel, aq hanya hoby Tentang alutsista,emang ril Hamas hanya nenteng rpg 7 jadul,padahal RPG udah ada tipe 29 dan 30 yg lebih mampu,itupun penghancur tank sebenernya ya atgm, dan hisbullah punya atgm berbagai jenis
@Ravedon77 @Arifineyusuf @LianoAcc2004 @herricahyadi @VIVAcoid Nah ini menarik. Seperti yang saya bilang, Yahudi itu main 2 kaki. Elitnya infiltrasi tapi rakyat biasa dikorbankan, mirip kelakuan Israel yang mendanai Hamas waktu konflik Fatah - Hamas, yang berakhir dengan rakyat sipil Yahudi menjadi korban Hamas.
@memelord_666666 aku sih, cuma kalo konflik nya israel sm palestine, ya jelas aku palestine
@SoftWarNews israel perkirakan konflik berlangsung hnya bbrpa minggu dn hamas mnyerah.Trnyata skrng sdh 1 bln lebih hamas msih ada. Prsediaan 2000 tanks mnipis,eropa mnolak jual tank lgi, jmlah tntra luka tewas tdk dipublikasikan dn ekonomi israel hancur. https://t.co/YKkEJ4m1LP
"in the year of our lord and savior 2023 masih aje nyebut ini konflik"" israel-palestina"""
GENEVA: Kesan konflik Israel-Palestin ke atas sektor penjagaan kesihatan Gaza menjadi 'malapetaka', kata Ketua Pengarah Pertubuhan Kesihatan Sedunia (WHO), Tedros Adhanom Ghebreyesus, semalam pada mesyuarat tergempar lembaga pengarah.  #Palestin #Israel  Sumber: @bharianmy https://t.co/wpiEWjiV4j
@rumata2022 @OmJ_JeNggot seperti yang saya bilang   km menjudge orang seenaknya  tidak ada yang membela israel disini   tapi anda dengan seenaknya menuduh orang  apa emang seperti itu sop nya golongannya anda  berbeda berarti musuh  ga heran negara muslim banyak yang konflik
@Brian35381983 @WarezHimawan @skinbrotha Kunjungan dia itu israel itu tidak ada hubungannya dengan konflik emg sudah terjadwal dari awal dia cuman basa basi ketemu setanhayu, lagian elon juga ambigu dukung mana kliatan dari tweet tweetnya.
@AshHulls @tubirfess Yes, meskipun Palestina tidak bisa disamakan dengan Rohingya meskipun sama-sama pemeluk agama islam  Palestina beneran korban genosida oleh Israel  Mean while Rohingya lebih mirip cari suaka  Memang harus tau bahwa 2 konflik tersebut beda sih, Myanmar itu bukan genosida
Konflik Palestin-Israel: Askar Zionis bakar bekalan bantuan Gaza https://t.co/WIm2llt9L3 #Dunia #Terkini #bakar #bantuan #bekalan
@SyeikhanRamadh3 @detikcom sialnya si komika, dia ngejokes di panggung politik yang mana di situ banyak tukang goreng, di saat panasnya konflik israel falestin, dan dia di indonesia.
Seorang anak Palestina yang meninggalkan rumah mereka akibat serangan Israel, berlindung di sebuah tenda di kamp pengungsi Rafah, Jalur Gaza selatan, â€‹â€‹di tengah konflik antara Israel dan Hamas. (Reuters)  Simak foto-foto lainnya di: https://t.co/GzP9rzQtc9 https://t.co/gWbO2aPMD2
Israel miara anjing bernama Hamas buat divide et impera x Fatah-nya Arafat.  Si Anjing gigit balik, bikin kaget majikannya yang selama ini biasa kasih makan.  Konflik majikan vs anjing ini korban terbanyaknya malah rakyat biasa.
Konflik Palestin-Israel: 2 juta penduduk dipaksa berhimpit di Al-Mawasi https://t.co/OFwJGWYqcW #Dunia #Terkini #almawasi #berhimpit #Gaza
@tiadxyz @J3t65 @bnsphrxyzzz Ga viral kan. yang FOMO sama konflik timur tengah nyatanya cuma di israel doang. bahas kemanusiaan tapi larang-larang kebebasan beribadah umat lain. Tenda kemanusiaan dari gereja dicabut stikernya, anak tetangga kalian urus anak sendiri kalian ga di urus.  Kemanusiaan bersyaratðŸ¤ª https://t.co/jnAoimL9j8
mengalami kesulitan akibat konflik dengan Israel.
@muslimelders_id Hanya bertanya, kenapa muslim elders tidak terlalu riuh soal konflik Palestina-Israel? Justru agendanya akhirÂ² ini persoalan iklim. Tidak salah tapi bukankah perlu juga mengadakan pertemuan dengan para pemimpin agama membahas konflik tsb?
sedang mengalami konflik dengan Israel.
mengalami penderitaan akibat konflik dengan Israel.
sedang menghadapi konflik dengan Israel.
sudah lama mengalami konflik dengan Israel.
Hari-hari ngadepin pendukung Israel yg kepala batu, dan Pendukung capres dan cawapres Indonesia. Emang luar biasa banget penutup 2023 ini, penuh dengan Konflik
mengalami konflik dengan Israel. Meskipun terdapat tekanan dari kampanye boikot produk Israel, PHD tetap bertahan dengan menawarkan kualitas pizza yang lezat dan layanan pengantaran yang cepat. Bagi para pecinta pizza, PHD tetap menjadi pilihan yang
oh no anyway bagaimana cara menanggulangi konflik israel-palestina dalam perspektif sun tzu?
kalo dari sedikit data yg gw dapatkan, mostly kasus yang merugikan banyak orang e.g.  perang saudara Suriah, konflik Yaman, Gaza vs Israel, dan konflik Ukraina. ini deretan kasus yg resolusinya tidak tercapai dikarenakan ada penolakan dari hak veto. Simpelnya ada keuntungan
@dr_koko28 @Israel @IDF @numanmazlan Yaman ini meskipun miskin banyak konflik tapi lebih berwibawa ketimbang sultanÂ² jazirah arab
https://t.co/KwYn8nBOEI   Kementerian Luar Negeri (Kemenlu) berhasil mengevakuasi satu dari tiga Warga Negara Indonesia (WNI) bernama Farid Zanzabil Al Ayubi keluar dari Gaza, Palestina. Sementara, dua WNI lainnya memilih tetap berada di area konflik perang Hamas-Israel tersebut.
@MelodiAsyik @Uncle__Holland @Wisnuhid @yazid_fadhlan Konflik di Israel udah 75 tahunan yang lalu. Dan baru naik beberapa bulan ini. Sebelumnya orang awam hanya tahu sekedar Israel-Palestina damai maka akan kiamat.
Bnarkah disini ada 1 PARTAI yg justru bersorak meski dg penampakan wajah murung  pd  stiap trjadi konflik Palestina Israel  malah skr + Pngungsi Rohingya krn nyatanya bisa diolah sbg amunisi ntuk  mengintimidasi Pmerintah dan bahan kampanye  Pilpres. Partai  yg manakah itu ?
"@MinminCha94972 @Uncle__Holland @Wisnuhid @yazid_fadhlan Ada gak lu teriak Free Yemen"" , ""Stand With Yemen"" , ""Saudi is Oppressor"" ?  Padahal Saudi sdh menewaskan &amp  menyiksa jutaan warga Yaman, tapi gak ada muslim yg peduli  Tapi begitu ada konflik yg menyangkut Israel, langsung muslim menjadi harimau yg bersemangat melawan Israel https://t.co/jNFF5QmsJR"""
@WellyFraisa @mindlipstick @MichelAdam7__ @AddaRul49854 @CNN @ABC Iya memang pastinya ruwet konflik ini dan sudah dimulai sejak 1948 sudah 75 tahun, apalagi ditambah ada perbedaan tingkat kesejahteraan antara Israel dan Palestina, Israel pendapatan per kapita penduduknya US$42.594/tahun sementara Palestina US$ 3678/tahun, hanya 1/10 nya Israel
@MinminCha94972 @Uncle__Holland @Wisnuhid @yazid_fadhlan Konflik ini bukan masalah tanah, tapi masalah sentimen kebencian kpd Israel yg ditanamkan oleh agama Islam  Jangan terus menunjuk Israel bersalah sementara kesalahan di pihak Islam gak pernah diakui &amp  diperbaiki https://t.co/IGcVXbRrZs
Opini dunia tak akan sama lagi dalam memandang konflik Palestina vs Israel. Banyak warga negara barat dan dunia mulai tersadar bahwa  militer zion15t brutal, amoral dan tak sehebat seperti yg digemborkan media. Propaganda Zion15t juga terlihat amatir penuh rekayasa murahan.
Sekjen PBB: Gegara Konflik Israel, Citra Dewan Keamanan Tercoreng https://t.co/I06n8KH3vD
Konflik Palestina Israel, 500 Ribu Warga di #Gaza  Terancam Kelaparan dan Kehausan &gt  https://t.co/HGQgQcifDe  #Hamas #PalestineIsraelwar #casefireNow #hungry @UNinIndonesia @UN #SecurityCouncil
Biaya kemanusiaan konflik ini tinggi, dengan korban jiwa Palestina bertambah. Menteri Luar Negeri AS Anthony Blinken menekankan perlunya Israel melindungi warga sipil.
Konflik Palestin-Israel: 5,000 askar Zionis cedera, 420 mati https://t.co/taZKSgVaNY #Dunia #Terkini #askar #Gaza #israel
Konflik Israel-Hamas di Gaza yang memberi kesan terhadap kesihatan, merupakan satu malapetaka.  Lebih 17,000 rakyat Gaza syahid termasuk 7,000 kanak-kanak dalam serangan rejim Zionis.    https://t.co/fj4muJoybH https://t.co/M4qh8ohpTj
Konflik Palestin-Israel: Yemen sekat laluan kapal berkaitan Israel https://t.co/AfUmsCfwrG #Dunia #Terkini #Gaza #halang #kapalisrael
Saya menulis untuk menggesa seluruh pemimpin Malaysia dan dunia untuk menyenaraikan Angkatan Pertahanan Israel (IDF) sebagai entiti yang melakukan pelanggaran berat terhadap kanak-kanak dalam konflik bersenjata (yang dipanggil senarai kehinaan) berkuat kuasa serta-merta . https://t.co/YiCGe3pfYY
Konflik Palestin-Israel: Netanyahu tetap mahu teruskan serangan https://t.co/blge8mQwJS #Dunia #Terkini #Gaza #hamas #israel
Potret Warga Palestina Yang Telah Kehilangan Rumah,Harta,Dan Anak Akibat Konflik Dengan Israel #beritaterkini #beritahariini #monas #videoviral #trending #viralkan #viralvideo #viraltiktok #berandatiktok #berandafyp #longervideos #tiktoknews #fypã‚·ã‚šviral #baru #fyp #fypã‚· https://t.co/aCpAiSw53f
Memang sakit hati tengok US pi veto resolusi UN untuk adakan gencatan senjata kekal dalam konflik Palestin-Israel ini.  Tapi demikianlah hakikat sistem antarabangsa yang kita ada.  Walaupun idea 'concentration of power' itu sangat tidak disukai oleh semua negara,
@Tita83079013 @Menlu_RI @jokowi Hamas ingin menghilangkan israel, sehingga bumi Palestina tdk akan pernah damai. Karena Yahudi tdk akan sudi kehilangan negara. Jd konflik ini apa manfaatnya buat Indonesia? Framingnya dibawa jd perang agama. Pihak Fatah lebih suka hidup Damai dgn israel, tapi diganggu terus oleh
Konflik Palestin-Israel: Separuh penduduk Gaza tiada makanan https://t.co/tM179LxJWb #Dunia #Terkini #Gaza #kebuluran #kelaparan
"Seorang patriot, warga israel, berbicara tentang pendudukan brutal israel terhadap Palestina: Tidak ada konflik  Israel-Palestina, yang ada hanyalah pendudukan brutal Israel yang harus diakhiri."" ""Jika terlihat seperti apartheid, terdengar seperti apartheid, itulah apartheid""."""
@luvvur @anggaandinata @kahuripanku Ayolah anda sebagai mahasiswa yang banyak dari buku bukau itu. Lebih kritis lebih paham. Bukan hanya berteriak kami menolak berarti sma dengan konflik palestine- israel. Kami yang menolak bukan berati memusuhi. Jangan hanya mengutip berita,olahlah menjadi pemikiran dirimu sendiri
10 Disember- Malaysia kesal dengan tindakan Amerika Syarikat menggunakan kuasa veto menolak resolusi Majlis Keselamatan PBB mengenai isu penyelesaian konflik antara Israel.  https://t.co/LiwTQPRHFO  'Yang sahih di Berita RTM' #RTM #BeritaRTM #MalaysiaMadani https://t.co/WCECeiqvjm
Washington Post:  ðŸ”»Sejak 7 Oktober, Amerika Syarikat telah membekalkan rejim Israel dengan 15,000 bom termasuk bom bunker-buster seberat satu tan.   ðŸ”»Dalam tempoh enam minggu pertama konflik, Israel telah menggugurkan 22,000 bom buatan AS di Gaza.  Sumber: Al Jazeera Mubasher
Beda Sikap Indonesia-Korsel Tanggapi Konflik Israel-Hamas di Gaza https://t.co/YMTRhykuR9
@RajaPetra Mengapa RPK bodoh bangang sangat. Konflik di Gaza adalah antara HAMAS (pembangkang dalam Kerajaan Palestine) dengan Israel  Jadi tindakan HAMAS tidak REPRESENT rakyat Palestine
@WedanganCip @ahmedasarlan Krn konflik israel hamas kan bkn konflik agama.. Tp konflik perebutan kekuasaan. Yg kita kecam adalah genosida nya.. Pembantaian warga sipil nya. Terutama anak2 yg tdk tau apa2.
Pertempuran Membara di Gaza, Al-Qassam vs Israel, Rekaman Dramatis dari Zona Konflik https://t.co/zMMKaaXppU
Ratusan Orang Di papua Memegang Bendera Israel   Masyarakat Papua Dari Dulu Udah Jadi Lahan Empuk Buat Dijadikan tempat Sarang Pemberontak, Senjata api Aja Yang Masok Dari Penting Polri dan TNI Makanya Konflik Gak Pernah ada Habisnya   Dimiskinkan, Dibodohkan, Dimanfaatkan https://t.co/cpuaU2PGXk
@johnhomebapa @syekh_wali @aesculapiusw @OliverArrowvers @katz_nadaHQ @zulfiarrahman @djnx_eo @Kappa_2023 @tepig_pignite @Boss40199095 @Hbadruzaman1910 @KiblatAkalSehat @PaijoKhentir Konflik ini bkn soal Israel / Palestina / perebutan tanah, tp soal ajaran Islam  Di mana, muslim anggap kalau membenci Israel itu berarti dapat pahala krn sudah jalankan ajaran Islam bhw muslim perlu benci kesumat kpd Israel  Coba tdk ada faktor Israel, mk gak ada konflik begini https://t.co/2J6Ay3jj3s
@perupadata Bahkan Inggris (yang jadi biang keroknya konflik Israel-Palestina) malah abstain
Konflik Palestin-Israel: Wanita lebih tua daripada Israel dibunuh penembak tepat https://t.co/h8uX8w99Dz #Dunia #Terkini #Gaza #HadiyaNassar #israel
resolusi untuk menghentikan pertumpahan darah di Jalur Gaza. Ini menunjukkan ketidakadilan dan ketidakseimbangan dalam perlakuan terhadap konflik Israel-Palestina. Kita harus terus mendukung Palestina dalam perjuangannya untuk meraih
Konflik Palestin-Israel: Agensi PBB bantu rakyat Gaza di ambang keruntuhan https://t.co/ngZU8as0VG #Dunia #Terkini #dunia #Gaza #keruntuhan
@Muhammad_Saewad Tahu gak.... Dg selesainya konflik israel vs Palestina.. Maka akan segera datang kiamat kubro seperti yg tertulis di Al Qur 'an
@Rifai_A27 @Tita83079013 @Menlu_RI @jokowi Iya bener Indoesia ga punya hub bilateral dengan Israel tapi ngapain Indonesia ngatur2 Israel masalah konflik ini seolah Indonesia segalanya bagi dua negara?  Kata Israel : lu siapa ngatur2?  Indonesia : Palestina saudara muslim kami Israel: Robingya bkan saudara? https://t.co/YIHeX9BFqs
Di Sebut Andil Di Konflik Israel-Palestina Siapa Rothschild Sumber : https://t.co/kVNgt64iem #konflik #konflikisraelpalestina #IsraelPalestineConflict #Palestine #IsraeliOccupation #keluarga #rothschild https://t.co/eYvtsw5MVc
@Horasio70 @Tita83079013 @Menlu_RI @jokowi Israel dan hamas itu bkn konflik agama.. Tp konflik perebutan wilayah.. Ngarti gk?
@Rampeelovers @LaikaEY28 @nioniooo @Avolanza Kebalik tong... Israel sangat banyak kontribusinya buat kemajuan peradaban manusia terutama dibidang teknologi, coba kau tengok negara2 mayoritas muslim, penuh dgn konflik berdarah, wilayahnya hancur oleh perang saudara wkwkwkwk
@LoudMinorities Memangnya dunia lu di mulai dari 7 oktober apa ? Ni konflik udh jalan puluhan tahun. Di bayar brp lu buat jadi anjing2 israel ?
Saya merasa aneh saja. Saya perhatikan,saat ini yang satu sibuk soal Konflik Israel...satunya lagi sibuk soal politik...? Ada apakah gerangan?ðŸ«¢ðŸ«¢
kronologi sejarah sebenar yang berlaku di Palestine. Membuatkan konflik Palestine-Israel agak mudah dihadam. Mari perjuangkan isu Palestin atas dasar fakta dan hujah ilmiah bukan emosi semata ðŸ˜Š  From the river to the sea, Palestine will be free ðŸ‡²ðŸ‡¾ðŸ‡²ðŸ‡¾ðŸ‡²ðŸ‡¾ðŸ‡µðŸ‡¸ðŸ‡µðŸ‡¸ðŸ‡µðŸ‡¸  Recommended! https://t.co/6rjx3K7POm
Harusnya produk jadul macam veto ini diilangin aja dah  Yang sering kejadian:  - masalah Israel =&gt  diveto USA - masalah konflik negara eks Uni Soviet =&gt  diveto Rusia - masalah konflik di Asia =&gt  diveto China  Udeh gitu aja terus dah kagak damai2 ini dunia diveto muluk
Tonton sampai habis untuk lihat reaksi negara anggota Dewan Keamanan PBB hingga Israel &amp  Hamas!  Draf resolusi gencatan senjata konflik Israel-Hamas di Gaza kembali kandas, Jumat (8/12). Amerika Serikat jadi satu-satunya yang menolak resolusi itu. https://t.co/l9JkiRpAet
Kalo mau dukung solidaritas kemanusiaan ya jangan cherry picking dong. Konflik Ukraine-Russia, ura ura ke Russia Putin  Konflik Ughyur-Cina, dukung Ughyur  Konflik Palestina-Israel, dukung Palestina  Konflik Myanmar-Rohingya  dukung dehumanisasi Rohingya. aneh btul ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£
Disebut Andil di Konflik Israel-Palestina, Siapa Rothschild? https://t.co/A2tYYB5MKG
@Greschinov @OliLondonTV Ini orang cari ke untungan di konflik ini, makanya dia ikut Israel genosida di jalur sosial media.. Londo Ireng..
'analis politik' yg bicara panjang lebar ttg risiko global, perang rusia-ukraina, dan 'konflik' israel-palestina di corong2 informasi terbesar di barat, be like
Mengapa Israel Tak Suka Sekjen PBB Aktifkan Pasal 99 Piagam PBB Redam Konflik Israel-Palestina? https://t.co/pVOeRQp0fl #TempoDunia
Bagaimana konflik Palestina dan Israel bisa terjadi? https://t.co/w9aG4znuEr
@Ardaffaf @logos_id Pastikan dulu informanmu gak bias mas. Contoh kita tanya konflik Israel-Palestina ke orang Israel, ya pasti mereka bakal share dari perspektif mereka
@LoudMinorities @trikartikatika1 Yg perang israel vs palestina, yg ribut org indonesia, faktor agama lagi yg diributkan. Apa kalian pikir perang israel vs palestina itu perang agama? Bukan bro, itu konflik kepentingan. Jadi cerdaslah dikit dlm menyikapinya,terutama @trikartikatika1
#KualaLumpur Malaysia amat kesal dan membantah tindakan Amerika Syarikat (AS) menggunakan kuasa vetonya, untuk menolak resolusi Majlis Keselamatan Pertubuhan Bangsa-Bangsa Bersatu (PBB) yang menggesa gencatan senjata segera dalam konflik antara Israel dan Palestin.â€¦
@Avolanza Perangi Hamas,berda dengan perangi Palestina,jadi jangan bodoh yg konflik Hamas Israel,yg teriak Palestina https://t.co/FouNNag0BR
#BuletinBernama: Malaysia amat kesal dan membantah tindakan Amerika Syarikat menggunakan kuasa vetonya, untuk menolak resolusi PBB yang menggesa gencatan senjata segera dalam konflik antara Israel dan Palestin.   https://t.co/LX6CIMGWjj
@Greschinov mending banyak negara ancam saja keluar dari PBB kalau setiap konflik penting PBB nggak bisa ngapa ngapain.. dan Israel nggak sehebat yg kita bayangkan, tetap saja minta bantuan negara sekutunya..tp hebat sih bisa kendalikan Amerika
Konflik Israel-Palestin: Malaysia kesal dan bantah tindakan Amerika Syarikat gunakan kuasa veto untuk menolak resolusi Majlis Keselamatan PBB  yang menggesa gencatan senjata segera - PM @anwaribrahim   https://t.co/CvpsWt3DMD https://t.co/8PWg9Ulhy4
@risjay_ Bacalah...biar tau kalo konflik atau perang Israel vs Arab dan skrg jadi Israel vs Hammas itu selalu mereka yg mulai tapi gak pernah menang wkwkwkwk
Konflik Israel-Hamas: Lebih Dari 5.000 Anak Tewas https://t.co/PugPIC2iSN via @TentangKita.co
Angka korban kekejaman Israel kali ini lebih dahsyat berbanding 75 tahun lalu yang menyaksikan lebih 16,200 orang terbunuh dan 1.9 juta daripada 2.3 juta penduduk Gaza diusir tetapi tiada tempat untuk dituju.  Berikut perbandingan peristiwa Nakba 1948 dan konflik Palestin-Israel. https://t.co/tB1u20Vxw6
